Name;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;
General Government Breakdown,Consolidation effort,Net lending / net borrowing,[SK, GG, n, annual, mil. Eur], CBR;;;-657.829779990705;-2133.88937429463;-1505.93531328421;-1396.05734129987;-2086.91998858129;-3824.40302536016;-2205.33811750647;-3024.19841094071;-1127.33150912833;-1065.32598917878;-1387.44005722632;-1745.49373239063;-1114.78479003519;-1396.9871580298;-5022.055;-5046.619;-3499.366;-3230.10270797777;-2175.00146;-2144.362;-2042.17899999999;-1253.07799999999;
