Name;1Q1993;2Q1993;3Q1993;4Q1993;1Q1994;2Q1994;3Q1994;4Q1994;1Q1995;2Q1995;3Q1995;4Q1995;1Q1996;2Q1996;3Q1996;4Q1996;1Q1997;2Q1997;3Q1997;4Q1997;1Q1998;2Q1998;3Q1998;4Q1998;1Q1999;2Q1999;3Q1999;4Q1999;1Q2000;2Q2000;3Q2000;4Q2000;1Q2001;2Q2001;3Q2001;4Q2001;1Q2002;2Q2002;3Q2002;4Q2002;1Q2003;2Q2003;3Q2003;4Q2003;1Q2004;2Q2004;3Q2004;4Q2004;1Q2005;2Q2005;3Q2005;4Q2005;1Q2006;2Q2006;3Q2006;4Q2006;1Q2007;2Q2007;3Q2007;4Q2007;1Q2008;2Q2008;3Q2008;4Q2008;1Q2009;2Q2009;3Q2009;4Q2009;1Q2010;2Q2010;3Q2010;4Q2010;1Q2011;2Q2011;3Q2011;4Q2011;1Q2012;2Q2012;3Q2012;4Q2012;1Q2013;2Q2013;3Q2013;4Q2013;1Q2014;2Q2014;3Q2014;4Q2014;1Q2015;2Q2015;3Q2015;4Q2015;1Q2016;2Q2016;3Q2016;4Q2016;
Unemployment, NAIRU,UPSVAR unemployment, SA,registered unemployment rate,[SK, sa, %], UPSVAR, NBS calculations;;;;;;;;;;;;;;;;;;;;;13.0911187108574;13.7544761173224;14.4227465053901;15.4893771636682;16.205148409401;17.5670143486753;18.7943051726125;19.3174570814375;19.1639119880306;19.5588626039768;18.5485880963582;17.7431447475747;19.1989060422587;18.5874923650917;18.5567099966035;18.7043847269016;19.0123277582665;18.5846702624444;18.0475140539246;17.6022043399488;16.5804672675066;15.6586135548845;15.0743292954888;15.1076339155469;15.9117619729502;15.222849849629;14.1332962818599;13.3168271161213;12.5938472013076;11.5979731483005;11.2192151294191;11.17645282507;11.1956757352566;10.7626864289474;10.087810644651;9.42421873233245;8.80494371588167;8.45619193490175;8.38052290243234;8.06597425416297;7.50257715920921;7.44109758072649;7.56292047590599;8.10275458598862;9.40717930211338;11.3753518949416;12.2693158811474;12.6617622153307;12.6268362472698;12.4043902328351;12.415670907673;12.4600367798503;12.7941341078487;12.9876682028482;13.3260785957047;13.4978589685131;13.4188215536745;13.3879655429191;13.4454912125002;14.0883968703005;14.4500552322088;14.3884225726656;13.9469552228265;13.6135433350724;13.2321242560029;12.9448141894332;12.6159005979877;12.3277543473838;12.0837409426622;11.6873619293282;11.3821183723531;10.8165160138533;9.99946438181731;9.65530780388936;9.40142901410684;;
