Name,"CPI,CPI - NBS structure (Core inflation, Net inflation, Regulated prices), NSA,CPI,[SK, nsa, index Dec 2000=100], SO SR","CPI,CPI - NBS structure (Core inflation, Net inflation, Regulated prices), NSA,Regulated prices,[SK, nsa, index Dec 2000=100], SO SR","CPI,CPI - NBS structure (Core inflation, Net inflation, Regulated prices), NSA,Core inflation (without Influence of indirect taxes changes in non-regulated prices),[SK, nsa, index Dec 2000=100], SO SR"
11.2004,127.4556292622,169.886529486278,111.22786383982
12.2004,127.2522271865,170.346976983428,110.859035685788
1.2005,129.402137765561,177.947359925518,111.869645075354
2.2005,129.81687393728,178.715848332055,112.192003239075
3.2005,129.727703578596,179.103510050661,112.021733108394
4.2005,130.03976870733,179.588828766994,112.281257754177
5.2005,130.101433406757,179.659771654489,112.337097675621
6.2005,130.523225854578,179.701433629333,112.800051337431
7.2005,130.195141883868,179.124160341066,112.539447218839
8.2005,130.104652502149,179.164111543703,112.431199814408
9.2005,130.403785125229,180.447659011413,112.530534764713
10.2005,131.787696218354,188.421358410194,112.61840732602
11.2005,131.804818996944,188.822173976933,112.564318298815
12.2005,131.997429091141,189.302941788221,112.691407169158
1.2006,134.730049389821,198.411293589586,113.963232585554
2.2006,135.527486532516,199.180885466894,114.712075736031
3.2006,135.504342019877,199.230114684618,114.678271572485
4.2006,135.844501089096,199.956490130098,114.940468469111
5.2006,136.381679765963,200.022898888266,115.527152465182
6.2006,136.483211603276,200.049685406186,115.635458632096
7.2006,136.741720663221,201.34495804494,115.673939250693
8.2006,136.753907046555,201.432819794327,115.604898544625
9.2006,136.410164088343,200.331403375448,115.227451741678
10.2006,136.667539444809,201.076968633409,115.332157006166
11.2006,137.485372107166,203.45930825394,115.795956543932
12.2006,137.518837848447,203.545413701588,115.80554775467
1.2007,138.833161849909,203.567166587414,117.255340202554
2.2007,139.138765712769,203.753174593737,117.560464570587
3.2007,139.186834705852,203.864880295746,117.593964238035
4.2007,139.459831657249,203.928276437804,117.885573417827
5.2007,139.494407728788,203.029427214348,118.082047828872
6.2007,139.888446519899,203.10205553413,118.50153245876
7.2007,139.851740189537,203.229442716849,118.435471129216
8.2007,139.94523592597,203.843384499376,118.429265168327
9.2007,140.283933551893,204.50892613867,118.686657902371
10.2007,141.148827174268,205.141320386295,119.531833795386
11.2007,141.789701316601,205.293814703961,120.21378337287
12.2007,142.243128483364,205.330201180384,120.706576938503
1.2008,144.066964368555,209.459624294775,122.031159234903
2.2008,144.692003360614,210.053578799938,122.620110500534
3.2008,145.065296300711,210.763599067186,122.909864261359
4.2008,145.420467631669,210.995187189367,123.259163270309
5.2008,145.87776466914,211.413986594804,123.693049524176
6.2008,146.394131487661,211.578165814656,124.241616681436
7.2008,146.564495302442,211.492679587168,124.4702020807
8.2008,146.899134616584,212.041985317213,124.741658544564
9.2008,147.855402044935,215.339335999433,125.189193999682
10.2008,148.401652125752,216.842808537485,125.39329566383
11.2008,148.704675086751,218.812894574898,125.168646159643
12.2008,148.453704061411,219.278228586173,124.688303686947
1.2009,149.030916857968,220.397761754815,125.089316074146
2.2009,149.010001590545,220.514346091793,125.047221252101
3.2009,148.637405402368,220.950037919857,124.583136942545
4.2009,148.464830993528,221.28622807408,124.318733687012
5.2009,148.618568462936,221.375044077077,124.472483169539
6.2009,148.979138326675,221.432081560211,124.8562774996
7.2009,149.003110049837,222.368821278366,124.72462899624
8.2009,148.821424426446,222.588539449909,124.489828955349
9.2009,148.794944898098,222.93629578293,124.398842945389
10.2009,148.973001226939,223.704675230337,124.366512825895
11.2009,149.358096082033,223.936715345042,124.578780081084
12.2009,149.26012589834,224.038665380851,124.447125907748
1.2010,149.609695366723,220.190919475655,125.351055188015
2.2010,149.642360030162,220.121307506186,125.572863259443
3.2010,149.800198210574,220.36227605072,125.614208238679
4.2010,150.355980417637,220.462414927506,126.181508797645
5.2010,150.448177277953,220.540274187313,126.266857299799
6.2010,150.430779927547,220.558156275339,126.246189410018
7.2010,150.594501090592,220.601116001828,126.411098736861
8.2010,150.375575956844,221.147668106126,126.105979693882
9.2010,150.393270087129,221.718715837662,126.044462865423
10.2010,150.443534293368,222.096297095337,126.044049487672
11.2010,150.832328489817,222.173077219597,126.439200450303
12.2010,151.228489114095,222.446036233815,126.814562225173
1.2011,154.100711765894,233.031928838224,127.391564444938
2.2011,154.581095849607,233.220184281328,127.860327888141
3.2011,155.186343201215,233.355693399366,128.436489470663
4.2011,155.881643428266,233.487089026656,129.080311060002
5.2011,156.395121217298,233.741228771339,129.586520828006
6.2011,156.347285886497,233.781375028735,129.529731471423
7.2011,156.160916733102,234.507842962068,129.222451898685
8.2011,156.344751836451,237.219282011926,129.0082421383
9.2011,156.800943755244,239.169189989678,129.197796107275
10.2011,157.113903640813,239.788533679099,129.436238079192
11.2011,157.826956308897,243.500516546734,129.632293576089
12.2011,157.927242599942,243.528926932951,129.734363370313
1.2012,160.137631558349,252.350477965651,130.673079238203
2.2012,160.500113672162,252.577531879796,130.972070775779
3.2012,161.032432872158,250.10224247832,131.877211214336
4.2012,161.468581131221,250.753276481575,132.23898610185
5.2012,161.633429381407,250.531754764863,132.451487398338
6.2012,161.931618235167,250.352076348172,132.800061610257
7.2012,161.938762562297,250.48072724769,132.786870278873
8.2012,162.060691534571,251.160366380063,132.807375368935
9.2012,162.495036330695,251.830257342736,133.164162744118
10.2012,163.060941303038,252.438113394684,133.620080421594
11.2012,163.135431973471,252.441787248828,133.659922233568
12.2012,163.038404994868,252.396459658387,133.563318026296
1.2013,164.022424097864,254.214776743397,134.329123510276
2.2013,163.982281491818,254.401920731785,134.262166191502
3.2013,164.078138759571,254.466984874589,134.352083166368
4.2013,164.137615562473,252.7875300808,134.642934825324
5.2013,164.306088783081,252.773286923765,134.818543871177
6.2013,164.529475751622,252.819767830373,135.042458467477
7.2013,164.42588245682,252.83562808581,134.933506681825
8.2013,164.170070556864,252.874464871874,134.664507469475
9.2013,164.099374906374,253.446225637068,134.513487762236
10.2013,164.099441634733,253.665699390793,134.483559521299
11.2013,163.886721820674,253.703279157625,134.259151471914
12.2013,163.66869517827,253.64970607013,134.041731642509
1.2014,164.048726495396,250.864776066397,134.835547043232
2.2014,163.898196547116,250.903903548303,134.673301485281
3.2014,163.856281183809,250.952545423991,134.62272487305
4.2014,163.87239344785,250.884185666583,134.649269778097
5.2014,164.275019319999,250.923361321944,135.062659168098
6.2014,164.440284715084,250.928745237568,135.233872596144
7.2014,164.218873534359,251.028615725473,134.98917622643
8.2014,163.88808694884,251.115606733159,134.632500480434
9.2014,163.970176803884,252.308693809998,134.547277031556
10.2014,164.136725452376,252.355649134859,134.713879812983
11.2014,163.927073017468,251.327872035732,134.642710500969
12.2014,163.512108191686,250.825014239336,134.282802214331
1.2015,163.347490455611,247.55805741597,134.570754114408
2.2015,163.072598545074,247.606433962554,134.279018872863
3.2015,163.299778080324,247.621686562676,134.512365172363
4.2015,163.647114232545,247.600998973489,134.875307135946
5.2015,164.167935594004,247.615651755832,135.413117744696
6.2015,164.301416814634,247.668378868963,135.544078868658
7.2015,163.896784519642,247.686132902146,135.122157270075
8.2015,163.588364620017,247.766111944901,134.791231834466
9.2015,163.126095035988,246.250442304997,134.524815094098
10.2015,163.234735679131,246.36597721567,134.621210774685
11.2015,163.233010137488,246.381302462946,134.617270893962
12.2015,162.714433391928,246.392004316391,134.078227901691
1.2016,162.321484008534,244.774441595074,134.441094248455
2.2016,162.430140253171,244.859585640256,134.541787951927
3.2016,162.424408008201,244.934521138534,134.525310565852
4.2016,162.930724571681,245.022396622343,135.03794279977
5.2016,162.8541049084,245.049589544688,134.954675538349
6.2016,163.021574590727,245.056203092873,135.127390336581
7.2016,162.421205630806,243.099541801265,134.779935703693
8.2016,162.230140372637,243.123120447266,134.57851117615
9.2016,162.344339655135,243.255609338632,134.678296964699
10.2016,162.725514399909,244.0182512838,134.966320405971
11.2016,162.863030666407,244.057888849595,135.103335141002
12.2016,,,
,,,
