"V˝davky verejnej spr·vy v mil. EUR, beûnÈ ceny"

" ";"1995Q1";"1995Q2";"1995Q3";"1995Q4";"1996Q1";"1996Q2";"1996Q3";"1996Q4";"1997Q1";"1997Q2";"1997Q3";"1997Q4";"1998Q1";"1998Q2";"1998Q3";"1998Q4";"1999Q1";"1999Q2";"1999Q3";"1999Q4";"2000Q1";"2000Q2";"2000Q3";"2000Q4";"2001Q1";"2001Q2";"2001Q3";"2001Q4";"2002Q1";"2002Q2";"2002Q3";"2002Q4";"2003Q1";"2003Q2";"2003Q3";"2003Q4";"2004Q1";"2004Q2";"2004Q3";"2004Q4";"2005Q1";"2005Q2";"2005Q3";"2005Q4";"2006Q1";"2006Q2";"2006Q3";"2006Q4";"2007Q1";"2007Q2";"2007Q3";"2007Q4";"2008Q1";"2008Q2";"2008Q3";"2008Q4";"2009Q1";"2009Q2";"2009Q3";"2009Q4";"2010Q1";"2010Q2";"2010Q3";"2010Q4";"2011Q1";"2011Q2";"2011Q3";"2011Q4";"2012Q1";"2012Q2";"2012Q3";"2012Q4";"2013Q1";"2013Q2";"2013Q3";"2013Q4";"2014Q1";"2014Q2";"2014Q3";"2014Q4";"2015Q1";"2015Q2";"2015Q3";"2015Q4";"2016Q1";"2016Q2"
"Medzispotreba"
"  mil. EUR b.c.";"372,71";"404,31";"398,30";"368,19";"594,55";"433,56";"439,84";"450,19";"456,95";"444,13";"478,76";"461,50";"451,86";"455,05";"497,94";"464,24";"447,76";"379,38";"369,52";"376,49";"408,80";"426,76";"462,18";"626,62";"423,98";"490,23";"473,90";"717,97";"403,24";"461,30";"530,04";"675,00";"477,24";"511,87";"484,65";"835,71";"435,22";"545,59";"540,27";"842,93";"458,65";"549,53";"603,47";"974,25";"670,67";"803,98";"726,08";"1 149,20";"747,86";"654,65";"721,14";"1 132,91";"627,00";"741,04";"758,85";"1 187,10";"777,69";"945,49";"850,40";"1 324,95";"822,31";"932,64";"858,48";"1 258,27";"838,16";"926,56";"890,38";"1 330,28";"899,91";"900,71";"903,55";"1 302,53";"920,04";"906,78";"963,06";"1 311,84";"935,09";"940,25";"1 004,55";"1 386,28";"982,15";"1 053,96";"1 111,72";"1 507,00";"1 005,98";"1 016,09"
"Tvorba hrubÈho kapit·lu, nadobudnutie mÌnus ˙bytok neprodukovan˝ch aktÌv"
"  mil. EUR b.c.";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"193,72";"289,21";"194,66";"322,55";"218,17";"284,50";"275,33";"349,34";"218,02";"375,47";"358,91";"417,35";"191,94";"371,03";"371,78";"508,72";"128,87";"286,85";"293,59";"564,40";"157,91";"336,29";"286,88";"575,78";"245,21";"433,04";"354,37";"734,12";"375,92";"519,88";"407,30";"752,10";"272,21";"486,57";"397,87";"828,87";"369,13";"588,34";"508,96";"764,83";"480,41";"683,45";"597,36";"808,28";"429,21";"699,78";"627,89";"820,15";"446,27";"695,79";"594,83";"892,32";"396,63";"499,23";"622,47";"971,42";"277,57";"481,46";"732,73";"1 061,08";"137,43";"658,89";"847,65";"1 197,61";"505,08";"897,40";"1 397,70";"2 255,67";"509,45";"777,31"
"Tvorba hrubÈho fixnÈho kapit·lu"
"  mil. EUR b.c.";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"219,72";"280,65";"234,74";"321,64";"228,02";"290,34";"272,38";"362,15";"223,70";"342,99";"346,33";"434,71";"219,71";"375,84";"384,96";"542,85";"157,36";"306,78";"306,16";"538,52";"170,77";"339,41";"301,57";"543,97";"231,74";"430,11";"345,72";"723,17";"388,16";"549,38";"426,37";"777,30";"268,50";"492,17";"410,93";"823,31";"355,37";"607,04";"508,48";"836,76";"412,78";"669,75";"577,86";"826,57";"405,72";"656,57";"563,80";"815,00";"454,91";"713,33";"611,61";"911,92";"373,16";"496,34";"611,28";"955,03";"245,83";"483,50";"723,89";"1 012,87";"348,49";"691,06";"822,18";"1 161,68";"498,08";"893,56";"1 367,57";"2 191,44";"425,99";"660,39"
"Odmeny zamestnancov"
