"PrÌjmy verejnej spr·vy v mil. EUR, beûnÈ ceny"

" ";"1995Q1";"1995Q2";"1995Q3";"1995Q4";"1996Q1";"1996Q2";"1996Q3";"1996Q4";"1997Q1";"1997Q2";"1997Q3";"1997Q4";"1998Q1";"1998Q2";"1998Q3";"1998Q4";"1999Q1";"1999Q2";"1999Q3";"1999Q4";"2000Q1";"2000Q2";"2000Q3";"2000Q4";"2001Q1";"2001Q2";"2001Q3";"2001Q4";"2002Q1";"2002Q2";"2002Q3";"2002Q4";"2003Q1";"2003Q2";"2003Q3";"2003Q4";"2004Q1";"2004Q2";"2004Q3";"2004Q4";"2005Q1";"2005Q2";"2005Q3";"2005Q4";"2006Q1";"2006Q2";"2006Q3";"2006Q4";"2007Q1";"2007Q2";"2007Q3";"2007Q4";"2008Q1";"2008Q2";"2008Q3";"2008Q4";"2009Q1";"2009Q2";"2009Q3";"2009Q4";"2010Q1";"2010Q2";"2010Q3";"2010Q4";"2011Q1";"2011Q2";"2011Q3";"2011Q4";"2012Q1";"2012Q2";"2012Q3";"2012Q4";"2013Q1";"2013Q2";"2013Q3";"2013Q4";"2014Q1";"2014Q2";"2014Q3";"2014Q4";"2015Q1";"2015Q2";"2015Q3";"2015Q4";"2016Q1";"2016Q2"
"Trhov· produkcia, produkcia pre vlastnÈ koneËnÈ pouûitie a platby za netrhov˙ produkciu"
"  mil. EUR b.c.";"68,27";"64,68";"60,90";"56,62";"136,16";"136,79";"113,55";"114,08";"157,83";"160,16";"182,06";"157,57";"117,57";"129,32";"120,79";"114,38";"181,11";"149,24";"164,18";"181,80";"184,00";"168,57";"175,67";"164,98";"181,08";"166,24";"126,90";"164,08";"168,53";"145,93";"182,01";"259,12";"186,90";"220,59";"226,27";"251,00";"164,69";"167,71";"159,78";"204,89";"353,36";"336,10";"337,76";"387,85";"367,90";"394,05";"390,37";"429,14";"466,39";"452,65";"447,30";"506,72";"416,44";"415,51";"420,96";"452,89";"494,95";"525,21";"508,92";"520,99";"531,27";"557,86";"554,79";"558,00";"617,58";"644,89";"631,16";"632,97";"720,76";"742,47";"723,60";"742,71";"794,97";"819,97";"808,43";"810,08";"798,29";"824,20";"833,63";"834,04";"846,42";"885,83";"862,93";"887,12";"872,69";"889,16"
"Dane z produkcie a dovozu"
"  mil. EUR b.c.";"607,18";"895,41";"579,73";"713,14";"773,65";"705,80";"763,46";"728,54";"726,32";"783,94";"864,47";"741,65";"802,10";"865,13";"816,44";"875,56";"717,93";"876,51";"905,54";"997,62";"862,97";"1 016,52";"979,13";"1 089,54";"923,67";"928,66";"860,68";"1 161,16";"966,81";"980,78";"1 047,27";"1 283,61";"987,69";"1 130,68";"1 230,47";"1 602,66";"1 378,34";"1 221,09";"1 394,93";"1 617,77";"1 434,15";"1 557,32";"1 530,12";"1 740,59";"1 283,62";"1 609,02";"1 577,48";"1 772,64";"1 503,10";"1 677,45";"1 690,51";"2 054,08";"1 596,45";"1 720,26";"1 835,48";"1 926,70";"1 662,14";"1 543,27";"1 620,24";"1 804,36";"1 642,22";"1 618,68";"1 730,92";"1 787,30";"1 704,72";"1 836,97";"1 747,09";"2 088,79";"1 633,88";"1 838,74";"1 794,43";"1 896,17";"1 688,86";"1 953,16";"1 986,08";"2 004,19";"1 836,87";"2 034,90";"2 024,09";"2 149,40";"1 801,79";"2 206,14";"2 194,24";"2 303,62";"1 975,00";"2 254,41"
"Dane typu dane z pridanej hodnoty (DPH)"
"  mil. EUR b.c.";"330,74";"602,54";"288,19";"394,78";"419,07";"384,45";"400,55";"432,12";"418,68";"443,44";"473,08";"386,31";"459,37";"527,88";"417,48";"549,26";"354,01";"488,25";"512,02";"565,03";"475,07";"570,31";"516,60";"605,66";"569,08";"588,20";"515,77";"781,22";"602,70";"564,60";"623,68";"790,85";"592,68";"660,99";"737,50";"1 040,20";"892,29";"714,80";"874,36";"1 025,49";"895,14";"931,79";"976,90";"1 075,88";"810,13";"1 069,84";"1 050,46";"1 173,31";"930,63";"1 028,15";"1 023,04";"1 165,27";"1 099,32";"1 121,49";"1 235,54";"1 165,07";"969,69";"1 057,65";"1 060,16";"1 133,79";"1 023,26";"974,03";"1 060,58";"1 124,23";"1 068,95";"1 156,76";"1 044,55";"1 440,66";"971,43";"1 091,86";"1 073,74";"1 190,68";"1 037,23";"1 199,11";"1 205,27";"1 254,51";"1 160,36";"1 223,91";"1 227,17";"1 409,69";"1 142,28";"1 407,76";"1 311,12";"1 559,02";"1 291,64";"1 418,67"
"DÙchodky z majetku (prijatÈ)"
